Gene,demo1
ENSG00000113810,6413
ENSG00000170027,7889
ENSG00000062485,9248
ENSG00000101236,8440
ENSG00000007202,12486
ENSG00000136238,5845
ENSG00000047410,9311
ENSG00000278677,12
ENSG00000125347,2402
ENSG00000167522,6350
ENSG00000182149,4481
ENSG00000136279,7103
ENSG00000137161,10140
ENSG00000205937,5638
ENSG00000067900,8748
ENSG00000152192,2
ENSG00000108424,20403
ENSG00000169203,103
ENSG00000071894,7281
ENSG00000149428,6926
ENSG00000148700,13717
ENSG00000071054,11864
ENSG00000182934,10060
ENSG00000108405,496
ENSG00000127184,2444
ENSG00000108946,19113
ENSG00000008394,1657
ENSG00000141522,12894
ENSG00000177189,5041
ENSG00000173473,7013
ENSG00000100034,5782
ENSG00000104529,2417
ENSG00000138449,5004
ENSG00000126777,7845
ENSG00000140319,7418
ENSG00000072364,2935
ENSG00000196504,6390
ENSG00000135842,9497
ENSG00000125304,9914
ENSG00000171608,13838
ENSG00000070182,3555
ENSG00000125944,10611
ENSG00000104765,6100
ENSG00000165527,7936
ENSG00000025708,6925
ENSG00000140299,5944
ENSG00000144746,5651
ENSG00000088888,6451
ENSG00000237550,1581
ENSG00000106263,7306
ENSG00000118564,8827
ENSG00000095015,4015
ENSG00000111716,65
ENSG00000048828,9964
ENSG00000072501,12936
ENSG00000276368,15
ENSG00000125107,12135
ENSG00000156261,8016
ENSG00000105939,7932
ENSG00000170891,876
ENSG00000184205,631
ENSG00000132646,14635
ENSG00000108669,11310
ENSG00000124783,11438
ENSG00000108179,3237
ENSG00000160712,11845
ENSG00000125970,9558
ENSG00000198053,9274
ENSG00000206588,1
ENSG00000107566,9111
ENSG00000206652,11
ENSG00000088247,11417
ENSG00000112077,2364
ENSG00000164032,5380
ENSG00000132780,9073
ENSG00000213654,8247
ENSG00000215021,4553
ENSG00000205269,6052
ENSG00000184260,175
ENSG00000100599,7259
ENSG00000077147,7028
ENSG00000158470,27222
ENSG00000143870,11073
ENSG00000049618,5808
ENSG00000170248,9449
ENSG00000137462,3495
ENSG00000101608,7305
ENSG00000180354,2102
ENSG00000159346,6108
ENSG00000119508,55
ENSG00000257335,22426
ENSG00000101558,4787
ENSG00000117592,5372
ENSG00000115457,264
ENSG00000116062,5628
ENSG00000085117,6799
ENSG00000139218,9213
ENSG00000104870,4943
ENSG00000007944,998
ENSG00000115548,2531
ENSG00000107290,9235
ENSG00000180573,2078
ENSG00000155660,7519
ENSG00000105374,9259
ENSG00000165458,7931
ENSG00000197253,221
ENSG00000111897,6472
ENSG00000178982,4505
ENSG00000123136,5494
ENSG00000172322,9873
ENSG00000130816,12422
ENSG00000135018,6433
ENSG00000096746,7372
ENSG00000198911,10976
ENSG00000144224,5798
ENSG00000103657,4808
ENSG00000168175,4546
ENSG00000135624,8039
ENSG00000275023,7173
ENSG00000095564,4655
ENSG00000196358,460
ENSG00000130755,8204
ENSG00000083168,6045
ENSG00000130309,7433
ENSG00000156515,7883
ENSG00000244754,5152
ENSG00000149187,6548
ENSG00000078618,7402
ENSG00000099995,7524
ENSG00000158985,6988
ENSG00000106144,5091
ENSG00000206585,9
ENSG00000156467,3780
ENSG00000128322,294
ENSG00000069974,15978
ENSG00000204420,823
ENSG00000075618,959
ENSG00000119397,6632
ENSG00000143815,10955
ENSG00000151702,9462
ENSG00000092010,5310
ENSG00000112335,10443
ENSG00000081041,133
ENSG00000091592,1781
ENSG00000134287,7357
ENSG00000145907,7105
ENSG00000148841,3911
ENSG00000110852,1211
ENSG00000172354,9724
ENSG00000173744,4633
ENSG00000162783,2521
ENSG00000175265,837
ENSG00000221978,3677
ENSG00000112739,4796
ENSG00000072786,10769
ENSG00000071553,6025
ENSG00000138757,6871
ENSG00000241973,7042
ENSG00000153310,10700
ENSG00000111642,699
ENSG00000124782,4263
ENSG00000163932,9454
ENSG00000112531,7934
ENSG00000089053,4776
ENSG00000165997,706
ENSG00000118058,3986
ENSG00000235568,12996
ENSG00000147010,9719
ENSG00000163171,5145
ENSG00000101752,2984
ENSG00000198805,6827
ENSG00000270647,16206
ENSG00000163565,7007
ENSG00000163468,7073
ENSG00000153113,10336
ENSG00000159322,4440
ENSG00000125991,4929
ENSG00000114416,5941
ENSG00000131747,9232
ENSG00000134602,6843
ENSG00000174780,6317
ENSG00000111912,6178
ENSG00000197006,5650
ENSG00000164327,2741
ENSG00000123104,4313
ENSG00000043462,9196
ENSG00000138772,14889
ENSG00000125869,4
ENSG00000020633,2304
ENSG00000172845,6573
ENSG00000084463,4867
ENSG00000160410,5992
ENSG00000083857,0
ENSG00000185658,2742
ENSG00000136250,4188
ENSG00000156471,7172
ENSG00000125827,6041
ENSG00000168961,4953
ENSG00000111605,4433
ENSG00000137497,8236
ENSG00000167468,4147
ENSG00000198837,7958
ENSG00000173757,13438
ENSG00000273802,573
ENSG00000115355,5280
ENSG00000257923,7018
ENSG00000272888,982
ENSG00000133706,6279
ENSG00000068878,2849
ENSG00000198604,13583
ENSG00000121892,9462
ENSG00000034152,7823
ENSG00000184110,672
ENSG00000128989,6239
ENSG00000090013,3681
ENSG00000018510,6535
ENSG00000170348,9467
ENSG00000143851,7027
ENSG00000136810,5407
ENSG00000147251,8636
ENSG00000109787,4811
ENSG00000136295,3128
ENSG00000153253,3
ENSG00000092148,4856
ENSG00000134109,8126
ENSG00000187555,8372
ENSG00000100297,11600
ENSG00000140199,9708
ENSG00000106484,1661
ENSG00000012817,4856
ENSG00000104517,5212
ENSG00000137845,10007
ENSG00000286522,64
ENSG00000076641,5739
ENSG00000105202,5311
ENSG00000198176,9931
ENSG00000168003,4997
ENSG00000131669,2295
ENSG00000155463,4429
ENSG00000138722,337
ENSG00000065150,7656
ENSG00000077044,6197
ENSG00000164190,7916
ENSG00000142599,3905
ENSG00000102699,9153
ENSG00000253352,8137
ENSG00000132965,11237
ENSG00000107968,963
ENSG00000180879,4600
ENSG00000147459,7362
ENSG00000169710,10122
ENSG00000103653,6760
ENSG00000134900,3588
ENSG00000182054,10185
ENSG00000158517,5763
ENSG00000205268,3143
ENSG00000113575,4232
ENSG00000122218,7750
ENSG00000086598,9187
ENSG00000155368,3237
ENSG00000182220,7506
ENSG00000055332,7121
ENSG00000120709,3316
ENSG00000277075,473
ENSG00000101194,1527
ENSG00000188042,2897
ENSG00000101109,11224
ENSG00000184787,5230
ENSG00000085719,14595
ENSG00000115165,2757
ENSG00000124813,2050
ENSG00000161642,1939
ENSG00000115464,5373
ENSG00000145901,8782
ENSG00000163714,7182
ENSG00000091039,9928
ENSG00000094916,7059
ENSG00000110917,8447
ENSG00000143569,8900
ENSG00000104312,1110
ENSG00000180596,292
ENSG00000168685,255
ENSG00000141027,6562
ENSG00000120694,4819
ENSG00000100280,6705
ENSG00000112701,6092
ENSG00000119900,7541
ENSG00000103365,4783
ENSG00000206737,4
ENSG00000185728,2825
ENSG00000242125,2789
ENSG00000198189,4242
ENSG00000143110,5591
ENSG00000172890,5515
ENSG00000152804,1378
ENSG00000086062,5433
ENSG00000213445,12676
ENSG00000131389,9893
ENSG00000107331,2964
ENSG00000116209,4841
ENSG00000055163,9351
ENSG00000110395,7477
ENSG00000138674,6026
ENSG00000169826,6333
ENSG00000111670,3342
ENSG00000083896,4545
ENSG00000122034,5628
ENSG00000100055,3606
ENSG00000162736,5583
ENSG00000187955,14
ENSG00000178913,5383
ENSG00000118482,6358
ENSG00000257103,8312
ENSG00000076944,3120
ENSG00000131263,2415
ENSG00000005249,1544
ENSG00000170275,6053
ENSG00000140853,7555
ENSG00000141867,8127
ENSG00000110880,6870
ENSG00000027697,3307
ENSG00000146701,4906
ENSG00000130830,5617
ENSG00000152332,7261
ENSG00000266094,7453
ENSG00000110713,7035
ENSG00000138758,6075
ENSG00000164929,106
ENSG00000102908,2692
ENSG00000119917,2833
ENSG00000138795,69
ENSG00000089220,5002
ENSG00000113328,2364
ENSG00000198848,505
ENSG00000010671,6084
ENSG00000141582,1789
ENSG00000133606,4742
ENSG00000118523,8
ENSG00000072135,8143
ENSG00000184371,1645
ENSG00000015285,8927
ENSG00000157654,5356
ENSG00000213281,4199
ENSG00000150753,7753
ENSG00000171634,9279
ENSG00000124155,5490
ENSG00000162645,3152
ENSG00000023287,2740
ENSG00000115020,6916
ENSG00000203814,351
ENSG00000196562,4405
ENSG00000146731,6949
ENSG00000196730,1566
ENSG00000058673,14
ENSG00000109111,10520
ENSG00000179388,15
ENSG00000176438,3764
ENSG00000198399,5833
ENSG00000171310,5822
ENSG00000140740,5408
ENSG00000008438,11126
ENSG00000158856,1940
ENSG00000187147,1955
ENSG00000180357,3597
ENSG00000162747,13954
ENSG00000092201,10534
ENSG00000119138,706
ENSG00000178252,5925
ENSG00000100221,3614
ENSG00000116871,4498
ENSG00000147905,671
ENSG00000105401,7661
ENSG00000171298,3137
ENSG00000135966,3213
ENSG00000185591,9944
ENSG00000136997,4550
ENSG00000072818,3234
ENSG00000205336,835
ENSG00000100811,5451
ENSG00000100796,6101
ENSG00000184863,5240
ENSG00000185022,147
ENSG00000066926,2431
ENSG00000149100,4887
ENSG00000142102,2256
ENSG00000121104,4615
ENSG00000148400,6721
ENSG00000126012,5115
ENSG00000132485,2779
ENSG00000079308,2464
ENSG00000168214,7771
ENSG00000162402,4732
ENSG00000265185,48
ENSG00000172081,7796
ENSG00000172889,483
ENSG00000106066,3196
ENSG00000164047,2543
ENSG00000198624,2762
ENSG00000184216,5765
ENSG00000177084,11871
ENSG00000165671,5707
ENSG00000276550,4747
ENSG00000181555,6354
ENSG00000134824,3147
ENSG00000131002,2591
ENSG00000107742,487
ENSG00000176853,2475
ENSG00000112851,7233
ENSG00000182287,5645
ENSG00000170581,8055
ENSG00000138688,6920
ENSG00000169919,5533
ENSG00000170340,1507
ENSG00000189091,10318
ENSG00000129534,6403
ENSG00000198795,346
ENSG00000196850,2297
ENSG00000122122,5366
ENSG00000131473,13088
ENSG00000168769,6237
ENSG00000172216,4950
ENSG00000109920,3966
ENSG00000117724,4804
ENSG00000111540,11740
ENSG00000197451,8973
ENSG00000139289,22
ENSG00000175166,6280
ENSG00000104805,4186
ENSG00000168329,6047
ENSG00000138670,313
ENSG00000165312,1966
ENSG00000079432,4151
ENSG00000017260,4014
ENSG00000143537,9343
ENSG00000112308,6775
ENSG00000157600,4095
ENSG00000100365,9150
ENSG00000054598,2
ENSG00000133069,1271
ENSG00000285108,87
ENSG00000153147,6100
ENSG00000183508,1724
ENSG00000055208,6657
ENSG00000135604,4034
ENSG00000095303,1366
ENSG00000115307,5163
ENSG00000149269,9815
ENSG00000270882,6
ENSG00000133835,5031
ENSG00000121552,4097
ENSG00000100243,4932
ENSG00000143420,7846
ENSG00000104897,2387
ENSG00000145725,6477
ENSG00000213064,4059
ENSG00000196352,5734
ENSG00000085224,5097
ENSG00000109320,4408
ENSG00000103994,6884
ENSG00000096006,3003
ENSG00000047365,1759
ENSG00000103811,6043
ENSG00000171051,10296
ENSG00000161011,3776
ENSG00000172531,7760
ENSG00000119396,3380
ENSG00000105483,6265
ENSG00000141298,9277
ENSG00000134698,9246
ENSG00000110047,6584
ENSG00000107263,5430
ENSG00000180776,6250
ENSG00000110696,5179
ENSG00000162676,6062
ENSG00000169442,1186
ENSG00000178952,4694
ENSG00000117676,8149
ENSG00000069399,733
ENSG00000047849,5523
ENSG00000198231,7937
ENSG00000136758,8510
ENSG00000138095,8029
ENSG00000172243,3826
ENSG00000186298,5379
ENSG00000276085,428
ENSG00000135090,5024
ENSG00000188994,3190
ENSG00000174695,4630
ENSG00000251322,322
ENSG00000116001,2811
ENSG00000010278,1250
ENSG00000165672,3093
ENSG00000055483,3030
ENSG00000136929,3525
ENSG00000169860,410
ENSG00000169184,181
ENSG00000171867,2155
ENSG00000119318,7394
ENSG00000166197,5781
ENSG00000163297,6942
ENSG00000186660,3901
ENSG00000044115,7842
ENSG00000123908,4707
ENSG00000128815,6540
ENSG00000068650,7014
ENSG00000112118,11205
ENSG00000108819,9749
ENSG00000166428,816
ENSG00000089916,2863
ENSG00000106665,747
ENSG00000175455,5373
ENSG00000141429,5535
ENSG00000143226,6673
ENSG00000128050,9613
ENSG00000188895,11780
ENSG00000255587,5011
ENSG00000139679,1108
ENSG00000104341,1969
ENSG00000136051,5127
ENSG00000174718,9738
ENSG00000134352,1145
ENSG00000256269,2397
ENSG00000124570,4373
ENSG00000177200,4197
ENSG00000167258,4595
ENSG00000064012,3041
ENSG00000131016,127
ENSG00000238741,19
ENSG00000106052,5415
ENSG00000224470,2099
ENSG00000111335,4762
ENSG00000121741,2906
ENSG00000196092,52
ENSG00000131981,3994
ENSG00000104964,3346
ENSG00000176978,5963
ENSG00000136485,12307
ENSG00000255717,4363
ENSG00000185262,3592
ENSG00000146094,7571
ENSG00000164548,3921
ENSG00000105639,3176
ENSG00000176624,1856
ENSG00000196205,4281
ENSG00000132824,10265
ENSG00000097033,5483
ENSG00000100099,2610
ENSG00000067057,2454
ENSG00000008869,2917
ENSG00000084623,4963
ENSG00000146457,2932
ENSG00000109756,2434
ENSG00000101384,597
ENSG00000110665,5029
ENSG00000142875,2845
ENSG00000100030,12313
ENSG00000136628,6949
ENSG00000278217,0
ENSG00000130227,5520
ENSG00000126088,3316
ENSG00000115762,4944
ENSG00000165494,4180
ENSG00000166747,3225
ENSG00000135926,3007
ENSG00000163320,8537
ENSG00000120093,36
ENSG00000087245,12
ENSG00000142583,4503
ENSG00000128040,759
ENSG00000205339,7063
ENSG00000137776,6040
ENSG00000125835,3256
ENSG00000147394,552
ENSG00000173110,1120
ENSG00000173230,3199
ENSG00000154451,1116
ENSG00000133101,61
ENSG00000165678,7216
ENSG00000275993,137
ENSG00000077232,3917
ENSG00000099991,3586
ENSG00000064687,12864
ENSG00000176915,3973
ENSG00000144711,6328
ENSG00000143995,286
ENSG00000150593,6572
ENSG00000088448,3071
ENSG00000013810,8886
ENSG00000164091,8354
ENSG00000115523,347
ENSG00000100731,7164
ENSG00000125637,6834
ENSG00000197324,10087
ENSG00000166012,2526
ENSG00000186818,2464
ENSG00000109062,6154
ENSG00000087087,8005
ENSG00000107551,3027
ENSG00000162368,3446
ENSG00000162591,2475
ENSG00000071626,6615
ENSG00000107798,3832
ENSG00000203710,3452
ENSG00000169180,9165
ENSG00000134108,5150
ENSG00000052841,3855
ENSG00000159377,4960
ENSG00000061938,4688
ENSG00000167232,826
ENSG00000081154,5967
ENSG00000130811,4217
ENSG00000165175,4700
ENSG00000119922,3046
ENSG00000110514,3502
ENSG00000071564,4117
ENSG00000136731,12514
ENSG00000068724,4524
ENSG00000150995,1843
ENSG00000156738,148
ENSG00000113368,14152
ENSG00000116786,3474
ENSG00000165629,3531
ENSG00000141524,8410
ENSG00000088827,746
ENSG00000170881,1531
ENSG00000168209,563
ENSG00000143401,10642
ENSG00000083312,4492
ENSG00000184575,5644
ENSG00000088930,4773
ENSG00000004534,6587
ENSG00000112406,2985
ENSG00000109118,6933
ENSG00000146535,1943
ENSG00000051108,2675
ENSG00000152102,4811
ENSG00000171316,2228
ENSG00000112200,1861
ENSG00000105270,190
ENSG00000150459,3927
ENSG00000067066,7215
ENSG00000169504,2217
ENSG00000179639,1421
ENSG00000268043,986
ENSG00000158062,2927
ENSG00000013364,3885
ENSG00000196323,4972
ENSG00000162654,1798
ENSG00000118308,2261
ENSG00000184730,9463
ENSG00000177666,4322
ENSG00000174574,3919
ENSG00000166326,5997
ENSG00000127946,3925
ENSG00000103342,6982
ENSG00000184900,4108
ENSG00000114796,1105
ENSG00000257093,1286
ENSG00000196233,4053
ENSG00000113742,5047
ENSG00000173559,1174
ENSG00000122694,7119
ENSG00000164308,6029
ENSG00000113070,397
ENSG00000122644,841
ENSG00000154518,3236
ENSG00000278311,4394
ENSG00000134186,3759
ENSG00000153317,10665
ENSG00000158715,1300
ENSG00000124789,3615
ENSG00000100647,4542
ENSG00000109906,1469
ENSG00000127507,2764
ENSG00000146192,2098
ENSG00000146083,5712
ENSG00000159314,11159
ENSG00000110651,2515
ENSG00000196787,215
ENSG00000055917,8422
ENSG00000188647,4013
ENSG00000215030,576
ENSG00000123091,2403
ENSG00000182481,3412
ENSG00000042980,512
ENSG00000168675,933
ENSG00000138246,11147
ENSG00000198431,5150
ENSG00000169155,740
ENSG00000059377,2431
ENSG00000054118,11108
ENSG00000131873,7913
ENSG00000165502,5165
ENSG00000090686,4592
ENSG00000140264,4424
ENSG00000133657,4262
ENSG00000169629,249
ENSG00000123144,6720
ENSG00000137312,6773
ENSG00000079459,6733
ENSG00000135334,2982
ENSG00000164691,5122
ENSG00000155926,6439
ENSG00000015568,11
ENSG00000108510,6768
ENSG00000105383,4071
ENSG00000113558,3230
ENSG00000099942,5390
ENSG00000109685,10476
ENSG00000164880,5788
ENSG00000148672,4988
ENSG00000130635,562
ENSG00000112078,5796
ENSG00000148337,4962
ENSG00000116698,5620
ENSG00000108219,11683
ENSG00000164330,5
ENSG00000241743,17
ENSG00000160551,9509
ENSG00000198858,5593
ENSG00000134243,5873
ENSG00000112159,4061
ENSG00000058063,9972
ENSG00000144579,7266
ENSG00000136813,6525
ENSG00000130164,2208
ENSG00000253719,4198
ENSG00000169764,6181
ENSG00000008513,3699
ENSG00000182676,238
ENSG00000163453,2262
ENSG00000213625,3062
ENSG00000149212,4085
ENSG00000089693,4589
ENSG00000137409,3905
ENSG00000196235,5863
ENSG00000239998,6492
ENSG00000170540,3517
ENSG00000003756,3388
ENSG00000137486,3707
ENSG00000155849,6111
ENSG00000091490,939
ENSG00000174010,1070
ENSG00000158019,1089
ENSG00000023734,2741
ENSG00000149532,7131
ENSG00000095139,7202
ENSG00000101182,4824
ENSG00000144895,4157
ENSG00000196305,6894
ENSG00000185825,4219
ENSG00000164116,169
ENSG00000114331,9170
ENSG00000197632,1466
ENSG00000173660,4673
ENSG00000112787,2829
ENSG00000147548,8087
ENSG00000196866,6
ENSG00000159399,6784
ENSG00000173542,1906
ENSG00000215252,1156
ENSG00000164164,2990
ENSG00000164741,327
ENSG00000065135,6236
ENSG00000105967,2716
ENSG00000149131,586
ENSG00000185686,4
ENSG00000154188,452
ENSG00000189266,5503
ENSG00000124222,5082
ENSG00000123329,8240
ENSG00000181381,5041
ENSG00000148396,7759
ENSG00000126267,3784
ENSG00000123562,3444
ENSG00000100697,5205
ENSG00000173039,3325
ENSG00000092964,8425
ENSG00000121060,6390
ENSG00000175115,4695
ENSG00000249790,40
ENSG00000155659,164
ENSG00000067182,5679
ENSG00000196083,2687
ENSG00000153815,7139
ENSG00000101421,6789
ENSG00000141232,2605
ENSG00000171105,2734
ENSG00000198265,7315
ENSG00000139112,1690
ENSG00000108312,10237
ENSG00000131018,12221
ENSG00000198160,4155
ENSG00000141506,3190
ENSG00000064393,5091
ENSG00000105369,197
ENSG00000142208,5881
ENSG00000073792,3276
ENSG00000101150,6205
ENSG00000255302,4799
ENSG00000160991,4722
ENSG00000028277,3205
ENSG00000106261,5898
ENSG00000172115,2574
ENSG00000116337,2699
ENSG00000162924,1971
ENSG00000049860,4459
ENSG00000172661,3144
ENSG00000259207,59
ENSG00000196588,7736
ENSG00000172247,291
ENSG00000103249,3389
ENSG00000065427,5216
ENSG00000189043,3082
ENSG00000065882,9364
ENSG00000089639,6211
ENSG00000166963,364
ENSG00000172071,691
ENSG00000135956,5746
ENSG00000203668,2439
ENSG00000143751,1022
ENSG00000101361,5561
ENSG00000008130,8785
ENSG00000173064,4319
ENSG00000227671,2758
ENSG00000156575,1579
ENSG00000163736,55
ENSG00000138069,3430
ENSG00000116459,4718
ENSG00000131724,2572
ENSG00000159592,5881
ENSG00000140379,3191
ENSG00000023902,1371
ENSG00000164506,4168
ENSG00000188612,6733
ENSG00000113441,6997
ENSG00000106327,2375
ENSG00000179295,7014
ENSG00000125844,4797
ENSG00000175130,2267
ENSG00000105849,923
ENSG00000214022,4118
ENSG00000274536,3650
ENSG00000182446,8631
ENSG00000188921,4573
ENSG00000012660,10320
ENSG00000176994,2018
ENSG00000184840,5591
ENSG00000157933,2647
ENSG00000188906,6964
ENSG00000132466,5785
ENSG00000198055,8963
ENSG00000173889,3844
ENSG00000053254,4933
ENSG00000169967,5664
ENSG00000171603,5807
ENSG00000135047,813
ENSG00000100226,4502
ENSG00000183495,4575
ENSG00000100241,3954
ENSG00000010322,4695
ENSG00000038382,3401
ENSG00000101307,6026
ENSG00000179010,5365
ENSG00000090863,6229
ENSG00000130303,3194
ENSG00000128245,17955
ENSG00000197343,3293
ENSG00000213676,5286
ENSG00000155465,3288
ENSG00000224078,920
ENSG00000143742,4881
ENSG00000279602,405
ENSG00000213585,4967
ENSG00000171456,3904
